pricedSecurityName,PartitionKey,AsOfDate,FxHedgingPercent,EnrichmentStatus,InputModel,OutputModel,EnrichmentInputId,EnrichmentInputIdType,EnrichmentMessages,RMG_SecurityIsProxied,SecurityUpdateTimestamp,EnrichedRML,IsFxModel
ccy://RMG/BWP_TCXF,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BWP_TCXF""",false,2024-11-20T10:55:10.533748500,N/A,false
ccy://RMG/ZAR_SL,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ZAR_SL""",false,2024-11-20T10:55:10.533748500,N/A,false
ccy://RMG/MDL_TCXF,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MDL_TCXF""",false,2024-11-20T10:55:10.533748500,N/A,false
ccy://RMG/BOCAUA,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCAUA""",false,2024-11-20T10:55:10.533748500,N/A,false
ccy://RMG/CN3N_UAT,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CN3N_UAT""",false,2024-11-20T10:55:10.533748500,N/A,false
ccy://RMG/ECS,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.533748500,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>ECS</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/ECS</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/ABCC,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ABCC""",false,2024-11-20T10:55:10.533748500,N/A,false
ccy://RMG/JMD_TCXF,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""JMD_TCXF""",false,2024-11-20T10:55:10.533748500,N/A,false
ccy://RMG/MWK,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.533748500,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>MWK</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/MWK</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/AK18,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AK18""",false,2024-11-20T10:55:10.533748500,N/A,false
ccy://RMG/RWF,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>RWF</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/RWF</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/BCC_CHF1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_CHF1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/ETH2,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ETH2""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/QR_CHF,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""QR_CHF""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/HRK,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>HRK</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/HRK</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/FXCHF,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""FXCHF""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/HKD2,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""HKD2""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/XETUSD,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/XETUSD"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""XETUSD"" is backfilled or forward filled; earliest time series observation date is 20180208; latest time series observation date is 20221124; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>XETUSD</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/XETUSD</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/KZT,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>KZT</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/KZT</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/UYU,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>UYU</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/UYU</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/XPD1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XPD1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BRLJEF,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BRLJEF""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/GBPCurncy,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""GBPCurncy""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/SLL_TCXF,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SLL_TCXF""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/SGD5,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SGD5""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BCC_RON1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_RON1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/ARBlueChip,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ARBlueChip""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/KHR,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>KHR</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/KHR</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/INR_SL,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""INR_SL""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BCC_UYU1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_UYU1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/RON,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>RON</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/RON</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/BOCMY1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCMY1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/SZL,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>SZL</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/SZL</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/BCC_HRK1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_HRK1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/JMD,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>JMD</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/JMD</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/JPY4,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""JPY4""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/AGD3,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AGD3""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/AXS1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AXS1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/NTD7,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""NTD7""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/DAI1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""DAI1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/CNY3,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CNY3""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BCC_TWD1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_TWD1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BCC_KZT1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_KZT1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/CHF,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>CHF</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/CHF</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/CHFCurncy,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CHFCurncy""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/AUA2,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AUA2""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/TWD,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>TWD</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/TWD</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/BOCBGN,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCBGN""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/UNI1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""UNI1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/PLN3,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PLN3""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/XPT5,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XPT5""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BOCSLV,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCSLV""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/RUB4,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""RUB4""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/XAG3,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XAG3""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BOCHKD,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCHKD""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BND5,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BND5""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/PHP5,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PHP5""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/NZD1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""NZD1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/MAT1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MAT1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BOCCHB,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCCHB""",false,2024-11-20T10:55:10.539884,N/A,false
