pricedSecurityName,PartitionKey,AsOfDate,FxHedgingPercent,EnrichmentStatus,InputModel,OutputModel,EnrichmentInputId,EnrichmentInputIdType,EnrichmentMessages,RMG_SecurityIsProxied,SecurityUpdateTimestamp,IsFxModel
ccy://RMG/USD3,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""USD3""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/CLPT,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CLPT""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/BTC2,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BTC2""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/RND1,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""RND1""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/DKK1,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""DKK1""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/AUB3,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AUB3""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/AK10,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AK10""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/CNO5,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CNO5""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/AUD1,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AUD1""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/BCC_LUF1,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_LUF1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XI2,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XI2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/COU,19,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCTOP,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCTOP""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_GRD1,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_GRD1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/GRD,19,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/PAB,19,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/RUBT,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""RUBT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCXAF,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCXAF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/MXNT,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MXNT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/NCB,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""NCB""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XAU1,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XAU1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XLKUSD,19,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/XLKUSD"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""XLKUSD"" is backfilled or forward filled; earliest time series observation date is 20200921; latest time series observation date is 20221124; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/DOG1,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""DOG1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CNH2,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CNH2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/GBP2,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""GBP2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/TJS,19,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCAIA,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCAIA""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/LUF,19,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/AK3,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AK3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BMD,19,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/ATO1,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ATO1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/QR_GBP,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""QR_GBP""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/MNT_TCXF,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MNT_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/LNAUSD,19,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/LNAUSD"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""LNAUSD"" is backfilled or forward filled; earliest time series observation date is 20170222; latest time series observation date is 20221124; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOB_TCXF,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOB_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ISK_SL,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ISK_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/EUR3,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""EUR3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/HUF2,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""HUF2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BRL5,19,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/BRL5"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""BRL5"" is backfilled or forward filled; earliest time series observation date is 20141001; latest time series observation date is 20141001; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SEK2,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SEK2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCVN1,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCVN1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_ISK1,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_ISK1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CHN2,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CHN2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_PAB1,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_PAB1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AK29,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AK29""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ISK,19,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/BHD3,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BHD3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/FXGBP,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""FXGBP""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/GBPF,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""GBPF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOB,19,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/MDL,19,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/IDRT,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""IDRT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/QR_CNH,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""QR_CNH""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/EURKT,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""EURKT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/KRW5,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""KRW5""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AU2N_UAT,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AU2N_UAT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCINR,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCINR""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCSRD,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCSRD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SOL1,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SOL1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/NGN2,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""NGN2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCXCD,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCXCD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CDF_TCXF,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CDF_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/JPYT,19,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""JPYT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/NAD,19,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
(102457:2583)-299,19,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
(102457:2583)-325,19,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
(102457:2583)-307,19,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
(102457:2583)-280,19,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
ccy://RMG/BOCPKR,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCPKR""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/JOD_TCXF,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""JOD_TCXF""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/AK16,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AK16""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/USDJPY,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""USDJPY""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/BOCAUC,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCAUC""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/ARW1,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ARW1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/JPYF,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""JPYF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XOF,13,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/USDMXN,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""USDMXN""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/RUB2,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""RUB2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCBSD,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCBSD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/GBPL,13,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/GBPL"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""GBPL"" is backfilled or forward filled; earliest time series observation date is 20070328; latest time series observation date is 20130412; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCVUV,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCVUV""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CAD5,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CAD5""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BYR_TCXF,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BYR_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AK9,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AK9""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CZK3,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CZK3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PKR,13,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/CHF_LCH,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CHF_LCH""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/RONT,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""RONT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCXAU1,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCXAU1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ZAR,13,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/MXN2,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MXN2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_ZAR1,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_ZAR1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CADUSD_CCD,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CADUSD_CCD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CLP2,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CLP2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XI2H,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XI2H""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/TWDT,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""TWDT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ISD1,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ISD1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/UAH3,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""UAH3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/HTG,13,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/XAIC,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XAIC""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/VUV,13,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/XAGY,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XAGY""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BSD,13,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/SGD3,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SGD3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/TZS_TCXF,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""TZS_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCXOF,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCXOF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XSI1,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XSI1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CHFT,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CHFT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/GBP8,13,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/GBP8"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""GBP8"" is backfilled or forward filled; earliest time series observation date is 20020703; latest time series observation date is 20111109; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XAU_BP,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XAU_BP""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CMP1,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CMP1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_PKR1,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_PKR1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XAG1,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XAG1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ROS1,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ROS1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/EUR9,13,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/EUR9"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""EUR9"" is backfilled or forward filled; earliest time series observation date is 20180530; latest time series observation date is 20180531; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PLN1,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PLN1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/TRY_SL,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""TRY_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/EURJEF,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""EURJEF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/EUZ1,13,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/EUZ1"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""EUZ1"" is backfilled or forward filled; earliest time series observation date is 20060526; latest time series observation date is 20150529; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XPT3,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XPT3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/MXNF,13,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/MXNF"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""MXNF"" is backfilled or forward filled; earliest time series observation date is 19970506; latest time series observation date is 20120507; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_XOF1,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_XOF1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCZAR,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCZAR""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PEN_TCXF,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PEN_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/JPY2,13,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""JPY2""",false,2024-11-20T10:55:10.539884,false
(102457:2583)-330,13,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
(102457:2583)-286,13,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
(102457:2583)-312,13,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
ccy://RMG/VES,12,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.533748500,false
ccy://RMG/CLP3,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CLP3""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/BOCCYP,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCCYP""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/AUD8,12,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/AUD8"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""AUD8"" is backfilled or forward filled; earliest time series observation date is 20020703; latest time series observation date is 20111109; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/AK17,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AK17""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/BOCAUB,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCAUB""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/USC1,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""USC1""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/CNOP,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CNOP""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/BOCRU1,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCRU1""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/GOLD,12,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""GOLD""",false,2024-11-20T10:55:10.539884,false
